// General information: 
//  MT Manager version: 2020.5.0 
//  XDA version: 2020.5.0 build 5678 rev 108182 built on 2021-02-04
// Device information: 
//  DeviceId: 00B4592C
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.4.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,SampleTimeFine,Roll,Pitch,Yaw
34964,NaN,0.035492,0.026355,-81.310742
34965,NaN,0.036236,0.026263,-81.312368
34966,NaN,0.035404,0.025250,-81.311842
34967,NaN,0.034599,0.025484,-81.312089
34968,NaN,0.034844,0.026170,-81.312190
34969,NaN,0.035759,0.027014,-81.312977
34970,NaN,0.033849,0.024303,-81.311824
34971,NaN,0.032273,0.024701,-81.311382
34972,NaN,0.034234,0.025997,-81.312023
34973,NaN,0.034374,0.027005,-81.312121
34974,NaN,0.034317,0.025830,-81.312284
34975,NaN,0.034594,0.027761,-81.313160
34976,NaN,0.034674,0.027512,-81.314101
34977,NaN,0.033234,0.028832,-81.314437
34978,NaN,0.033177,0.027658,-81.314600
34979,NaN,0.034732,0.027412,-81.315300
34980,NaN,0.031683,0.027803,-81.315100
34981,NaN,0.033405,0.028495,-81.314961
34982,NaN,0.033486,0.028246,-81.315902
34983,NaN,0.031775,0.027717,-81.314683
34984,NaN,0.032159,0.029329,-81.315563
34985,NaN,0.032303,0.030336,-81.315662
34986,NaN,0.032550,0.031023,-81.315764
34987,NaN,0.030977,0.031419,-81.315324
34988,NaN,0.030755,0.029309,-81.316326
34989,NaN,0.030929,0.030325,-81.314809
34990,NaN,0.031010,0.030077,-81.315750
34991,NaN,0.029440,0.030472,-81.315309
34992,NaN,0.029384,0.029298,-81.315473
34993,NaN,0.027676,0.028766,-81.314254
34994,NaN,0.029474,0.029128,-81.315736
34995,NaN,0.029456,0.029196,-81.316675
34996,NaN,0.029871,0.030821,-81.315939
34997,NaN,0.028912,0.030115,-81.317027
34998,NaN,0.028385,0.030965,-81.316441
34999,NaN,0.028367,0.031033,-81.317380
35000,NaN,0.028615,0.031721,-81.317483
35001,NaN,0.028629,0.031800,-81.316805
35002,NaN,0.030703,0.034014,-81.319844
35003,NaN,0.029138,0.034405,-81.319404
35004,NaN,0.030526,0.031992,-81.318552
35005,NaN,0.030648,0.032983,-81.320269
35006,NaN,0.031063,0.034609,-81.319535
35007,NaN,0.030273,0.034835,-81.319785
35008,NaN,0.031297,0.035361,-81.320578
35009,NaN,0.031449,0.036361,-81.320680
35010,NaN,0.032975,0.034874,-81.320605
35011,NaN,0.031408,0.035261,-81.320166
35012,NaN,0.030244,0.037201,-81.319671
35013,NaN,0.029151,0.035564,-81.319980
35014,NaN,0.029372,0.036242,-81.321702
35015,NaN,0.029526,0.037241,-81.321803
35016,NaN,0.029776,0.037931,-81.321908
35017,NaN,0.030843,0.039692,-81.323478
35018,NaN,0.029542,0.040707,-81.322205
35019,NaN,0.029530,0.040770,-81.323144
35020,NaN,0.029642,0.040535,-81.322470
35021,NaN,0.028992,0.041686,-81.323500
35022,NaN,0.029714,0.040351,-81.324353
35023,NaN,0.029704,0.040413,-81.325293
35024,NaN,0.029650,0.039242,-81.325457
35025,NaN,0.029669,0.039315,-81.324781
35026,NaN,0.029587,0.038131,-81.326561
35027,NaN,0.031463,0.039741,-81.327205
35028,NaN,0.029996,0.039820,-81.326770
35029,NaN,0.030930,0.040654,-81.327562
35030,NaN,0.031319,0.042271,-81.328447
35031,NaN,0.030536,0.042490,-81.328698
35032,NaN,0.031592,0.043031,-81.327877
35033,NaN,0.028815,0.040790,-81.326029
35034,NaN,0.030590,0.041144,-81.329130
35035,NaN,0.029031,0.041528,-81.328692
35036,NaN,0.030697,0.040969,-81.329398
35037,NaN,0.030690,0.041025,-81.330338
35038,NaN,0.030137,0.041868,-81.331372
35039,NaN,0.029356,0.042087,-81.331624
35040,NaN,0.029441,0.041841,-81.332568
35041,NaN,0.031046,0.041595,-81.331654
35042,NaN,0.029441,0.040750,-81.330441
35043,NaN,0.029439,0.040803,-81.331382
35044,NaN,0.027972,0.040884,-81.330948
35045,NaN,0.028275,0.042799,-81.331832
35046,NaN,0.029305,0.043330,-81.332628
35047,NaN,0.029330,0.043394,-81.331953
35048,NaN,0.028640,0.043311,-81.332208
35049,NaN,0.028944,0.045226,-81.333092
35050,NaN,0.027338,0.044382,-81.331879
35051,NaN,0.027336,0.044431,-81.332820
35052,NaN,0.025841,0.044499,-81.334003
35053,NaN,0.026674,0.044412,-81.332401
35054,NaN,0.026151,0.045268,-81.331820
35055,NaN,0.026150,0.045316,-81.332761
35056,NaN,0.026571,0.046949,-81.332033
35057,NaN,0.024711,0.045459,-81.331653
35058,NaN,0.026853,0.047704,-81.331466
35059,NaN,0.028408,0.047424,-81.333786
35060,NaN,0.025389,0.047831,-81.331975
35061,NaN,0.025393,0.047876,-81.332917
35062,NaN,0.026425,0.048407,-81.333714
35063,NaN,0.025652,0.048615,-81.333968
35064,NaN,0.025130,0.049473,-81.333387
35065,NaN,0.022636,0.049067,-81.333099
35066,NaN,0.024501,0.049464,-81.331353
35067,NaN,0.022924,0.049819,-81.332534
35068,NaN,0.024900,0.051127,-81.333184
35069,NaN,0.024627,0.049319,-81.332566
35070,NaN,0.024715,0.049075,-81.333511
35071,NaN,0.023945,0.049280,-81.333765
35072,NaN,0.024061,0.049051,-81.333093
35073,NaN,0.021570,0.048642,-81.332806
35074,NaN,0.023436,0.049040,-81.331060
35075,NaN,0.021862,0.049393,-81.332241
35076,NaN,0.023532,0.048838,-81.332948
35077,NaN,0.028423,0.044038,-81.335590
35078,NaN,0.038747,0.032088,-81.340682
35079,NaN,0.051162,0.018999,-81.348679
35080,NaN,0.070945,0.002051,-81.374950
35081,NaN,0.062194,0.016156,-81.574810
35082,NaN,0.067012,0.027144,-81.855421
35083,NaN,0.068651,0.018284,-82.016443
35084,NaN,0.070073,0.020728,-82.258752
35085,NaN,0.076208,0.023240,-82.446301
35086,NaN,0.069904,0.031889,-82.505866
35087,NaN,0.049226,0.057947,-82.543139
35088,NaN,0.043131,0.065620,-82.553115
35089,NaN,0.040980,0.067053,-82.543001
35090,NaN,0.042617,0.065594,-82.526647
35091,NaN,0.044365,0.065353,-82.504569
35092,NaN,0.048447,0.058636,-82.488689
35093,NaN,0.045585,0.061173,-82.488435
35094,NaN,0.068550,0.035525,-82.496608
35095,NaN,0.062428,0.043458,-82.500069
35096,NaN,0.051131,0.054028,-82.503506
35097,NaN,0.059891,0.047642,-82.507218
35098,NaN,0.074177,0.034201,-82.513397
35099,NaN,0.082506,0.025022,-82.518012
35100,NaN,0.082278,0.022949,-82.522273
35101,NaN,0.083075,0.022863,-82.523917
35102,NaN,0.082231,0.021867,-82.523388
35103,NaN,0.083176,0.022714,-82.524190
35104,NaN,0.083141,0.021568,-82.521101
35105,NaN,0.082396,0.021770,-82.516475
35106,NaN,0.082947,0.024358,-82.511648
35107,NaN,0.081694,0.026577,-82.507901
35108,NaN,0.084401,0.022037,-82.503602
35109,NaN,0.087421,0.020573,-82.506541
35110,NaN,0.090246,0.016970,-82.506284
35111,NaN,0.091695,0.015800,-82.507835
35112,NaN,0.091938,0.016524,-82.506319
35113,NaN,0.089942,0.014076,-82.506779
35114,NaN,0.092047,0.016373,-82.506596
35115,NaN,0.091754,0.014562,-82.510857
35116,NaN,0.093144,0.012190,-82.509998
35117,NaN,0.095246,0.009934,-82.511458
35118,NaN,0.096636,0.007562,-82.510599
35119,NaN,0.098770,0.005303,-82.507181
35120,NaN,0.099832,0.005878,-82.501478
35121,NaN,0.099105,0.006076,-82.495227
35122,NaN,0.099937,0.010536,-82.491977
35123,NaN,0.098394,0.010884,-82.489911
35124,NaN,0.100074,0.010380,-82.488998
35125,NaN,0.099167,0.009647,-82.488471
35126,NaN,0.100049,0.009291,-82.488492
35127,NaN,0.101654,0.009047,-82.489205
35128,NaN,0.101738,0.008840,-82.490158
35129,NaN,0.103347,0.008596,-82.490870
35130,NaN,0.101707,0.007750,-82.491276
35131,NaN,0.101763,0.007800,-82.487346
35132,NaN,0.100562,0.009756,-82.486858
35133,NaN,0.100629,0.009807,-82.481303
35134,NaN,0.099991,0.009748,-82.471802
35135,NaN,0.100254,0.010733,-82.458898
35136,NaN,0.099629,0.010677,-82.447772
35137,NaN,0.098695,0.014758,-82.442354
35138,NaN,0.095515,0.014212,-82.436494
35139,NaN,0.093988,0.014557,-82.432804
35140,NaN,0.094376,0.016218,-82.432078
35141,NaN,0.093323,0.014543,-82.432391
35142,NaN,0.094498,0.016055,-82.432359
35143,NaN,0.094533,0.016101,-82.431686
35144,NaN,0.095568,0.016680,-82.430868
35145,NaN,0.094816,0.016875,-82.429494
35146,NaN,0.096617,0.017303,-82.432622
35147,NaN,0.093489,0.017943,-82.430807
35148,NaN,0.095464,0.019309,-82.429843
35149,NaN,0.096132,0.018270,-82.430694
35150,NaN,0.097018,0.017915,-82.430716
35151,NaN,0.096392,0.019040,-82.431761
35152,NaN,0.096479,0.018832,-82.432715
35153,NaN,0.095574,0.018088,-82.432194
35154,NaN,0.094216,0.019109,-82.434175
35155,NaN,0.094507,0.021016,-82.438334
35156,NaN,0.094605,0.020810,-82.437662
35157,NaN,0.093678,0.020061,-82.440385
35158,NaN,0.095351,0.019558,-82.441100
35159,NaN,0.095378,0.019598,-82.442041
35160,NaN,0.094679,0.019539,-82.442303
35161,NaN,0.094702,0.019579,-82.443259
35162,NaN,0.094639,0.018437,-82.445053
35163,NaN,0.094651,0.018471,-82.447616
35164,NaN,0.094718,0.018260,-82.451823
35165,NaN,0.096483,0.018935,-82.451704
35166,NaN,0.097218,0.017647,-82.452565
35167,NaN,0.099479,0.016303,-82.453183
35168,NaN,0.101003,0.014866,-82.454738
35169,NaN,0.102175,0.011801,-82.456343
35170,NaN,0.105535,0.011931,-82.464113
35171,NaN,0.105251,0.010094,-82.468379
35172,NaN,0.106585,0.007715,-82.477280
35173,NaN,0.107380,0.007596,-82.482183
35174,NaN,0.108895,0.006159,-82.485365
35175,NaN,0.110360,0.004962,-82.486921
35176,NaN,0.112674,0.003379,-82.489172
35177,NaN,0.112716,0.003412,-82.488506
35178,NaN,0.112946,0.004141,-82.490251
35179,NaN,0.111703,0.006340,-82.488141
35180,NaN,0.112093,0.008007,-82.487420
35181,NaN,0.112939,0.007896,-82.484187
35182,NaN,0.113039,0.007694,-82.483518
35183,NaN,0.113090,0.007726,-82.481214
35184,NaN,0.113190,0.007524,-82.480544
35185,NaN,0.110703,0.007058,-82.480259
35186,NaN,0.110663,0.005923,-82.478801
35187,NaN,0.110685,0.005944,-82.481381
35188,NaN,0.112352,0.005444,-82.483726
35189,NaN,0.111456,0.004681,-82.483198
35190,NaN,0.110758,0.004625,-82.483461
35191,NaN,0.109215,0.004944,-82.483031
35192,NaN,0.108808,0.006758,-82.483244
35193,NaN,0.109934,0.008503,-82.483214
35194,NaN,0.108014,0.005792,-82.482046
35195,NaN,0.108350,0.007686,-82.481356
35196,NaN,0.110038,0.007191,-82.480447
35197,NaN,0.109787,0.005341,-82.479823
35198,NaN,0.110028,0.006073,-82.479942
35199,NaN,0.108340,0.005449,-82.480346
35200,NaN,0.108582,0.006181,-82.480465
35201,NaN,0.106750,0.004623,-82.480107
35202,NaN,0.107294,0.007229,-82.478550
35203,NaN,0.105744,0.007535,-82.479738
35204,NaN,0.107423,0.007038,-82.480457
35205,NaN,0.106382,0.005327,-82.480784
35206,NaN,0.105835,0.006209,-82.480210
35207,NaN,0.103505,0.006666,-82.479071
35208,NaN,0.103748,0.007399,-82.479191
35209,NaN,0.104725,0.008196,-82.480001
35210,NaN,0.104676,0.007059,-82.480170
35211,NaN,0.104421,0.005195,-82.481195
35212,NaN,0.104523,0.004995,-82.480526
35213,NaN,0.105499,0.005794,-82.481303
35214,NaN,0.104802,0.005739,-82.481568
35215,NaN,0.104844,0.005749,-82.480901
35216,NaN,0.103358,0.005843,-82.480472
35217,NaN,0.105276,0.007427,-82.481117
35218,NaN,0.103932,0.008454,-82.481477
35219,NaN,0.103687,0.006596,-82.480832
35220,NaN,0.102201,0.006690,-82.480403
35221,NaN,0.103325,0.008411,-82.482011
35222,NaN,0.102780,0.009294,-82.481438
35223,NaN,0.103629,0.009155,-82.479798
35224,NaN,0.103581,0.008019,-82.479967
35225,NaN,0.106147,0.008515,-82.480576
35226,NaN,0.104237,0.005810,-82.477781
35227,NaN,0.105877,0.005516,-82.476880
35228,NaN,0.104686,0.007482,-82.476404
35229,NaN,0.104612,0.006563,-82.471671
35230,NaN,0.105382,0.005292,-82.467655
35231,NaN,0.106394,0.006095,-82.461984
35232,NaN,0.106009,0.005480,-82.458142
35233,NaN,0.107500,0.007498,-82.454844
35234,NaN,0.107879,0.005909,-82.455763
35235,NaN,0.105906,0.005014,-82.454545
35236,NaN,0.109612,0.007023,-82.452518
35237,NaN,0.107913,0.004742,-82.452936
35238,NaN,0.108007,0.004536,-82.452271
35239,NaN,0.109138,0.004622,-82.452280
35240,NaN,0.108443,0.004568,-82.452546
35241,NaN,0.108360,0.006873,-82.451052
35242,NaN,0.106875,0.006970,-82.452250
35243,NaN,0.107062,0.006264,-82.452384
35244,NaN,0.103563,0.007108,-82.453072
35245,NaN,0.105487,0.008668,-82.452155
35246,NaN,0.106520,0.009250,-82.451348
35247,NaN,0.106870,0.009484,-82.452223
35248,NaN,0.107408,0.010467,-82.453927
35249,NaN,0.106672,0.012236,-82.454194
35250,NaN,0.104893,0.012084,-82.453813
35251,NaN,0.105093,0.013010,-82.453918
35252,NaN,0.105328,0.012111,-82.454045
35253,NaN,0.103946,0.011703,-82.456024
35254,NaN,0.102309,0.010860,-82.456434
35255,NaN,0.103430,0.010938,-82.456484
35256,NaN,0.103816,0.010979,-82.457400
35257,NaN,0.103076,0.011113,-82.457630
35258,NaN,0.105057,0.014115,-82.456678
35259,NaN,0.103367,0.013460,-82.457164
35260,NaN,0.103610,0.014193,-82.457289
35261,NaN,0.103013,0.015261,-82.458352
35262,NaN,0.101234,0.015109,-82.457971
35263,NaN,0.101434,0.016021,-82.458115
35264,NaN,0.101525,0.015814,-82.457452
35265,NaN,0.100791,0.015948,-82.457629
35266,NaN,0.101177,0.015989,-82.458546
35267,NaN,0.099505,0.015326,-82.458917
35268,NaN,0.103490,0.015949,-82.458478
35269,NaN,0.101018,0.015440,-82.459825
35270,NaN,0.100463,0.014692,-82.460884
35271,NaN,0.100516,0.014666,-82.460236
35272,NaN,0.100606,0.014459,-82.459573
35273,NaN,0.100664,0.016060,-82.458917
35274,NaN,0.099455,0.013139,-82.461700
35275,NaN,0.099656,0.014047,-82.461831
35276,NaN,0.101483,0.016108,-82.460093
35277,NaN,0.099805,0.015442,-82.460504
35278,NaN,0.099250,0.014694,-82.461564
35279,NaN,0.100544,0.017329,-82.462329
35280,NaN,0.100634,0.017121,-82.461667
35281,NaN,0.099246,0.015069,-82.463668
35282,NaN,0.101223,0.018069,-82.462721
35283,NaN,0.099842,0.017649,-82.464687
35284,NaN,0.098204,0.016805,-82.465098
35285,NaN,0.101064,0.017505,-82.464026
35286,NaN,0.101153,0.017297,-82.463365
35287,NaN,0.100418,0.017412,-82.463576
35288,NaN,0.099720,0.017355,-82.463846
35289,NaN,0.099130,0.016775,-82.464972
35290,NaN,0.099513,0.016814,-82.465891
35291,NaN,0.099711,0.016083,-82.466067
35292,NaN,0.099943,0.015183,-82.466196
35293,NaN,0.099207,0.015296,-82.466433
35294,NaN,0.098651,0.014547,-82.467493
35295,NaN,0.097925,0.014666,-82.467731
35296,NaN,0.098165,0.015397,-82.467860
35297,NaN,0.097439,0.015505,-82.468089
35298,NaN,0.097528,0.015297,-82.467429
35299,NaN,0.097430,0.015949,-82.465968
35300,NaN,0.096087,0.015351,-82.467960
35301,NaN,0.096797,0.017480,-82.465518
35302,NaN,0.097975,0.018998,-82.465506
35303,NaN,0.097383,0.018420,-82.466577
35304,NaN,0.098410,0.018999,-82.465775
35305,NaN,0.096739,0.019958,-82.466218
35306,NaN,0.097122,0.019996,-82.467138
35307,NaN,0.097327,0.019263,-82.467254
35308,NaN,0.094114,0.018721,-82.469528
35309,NaN,0.095918,0.020939,-82.467829
35310,NaN,0.095361,0.020189,-82.468890
35311,NaN,0.095559,0.019454,-82.469040
35312,NaN,0.095503,0.019938,-82.467590
35313,NaN,0.094769,0.020049,-82.467847
35314,NaN,0.094864,0.021471,-82.467188
35315,NaN,0.093775,0.019649,-82.470728
35316,NaN,0.095595,0.021708,-82.468997
35317,NaN,0.093926,0.021031,-82.469387
35318,NaN,0.094156,0.020130,-82.469517
35319,NaN,0.093436,0.020233,-82.469755
35320,NaN,0.093031,0.020420,-82.471607
35321,NaN,0.091508,0.019048,-82.472881
35322,NaN,0.093478,0.022044,-82.471943
35323,NaN,0.091814,0.021357,-82.472361
35324,NaN,0.090470,0.020757,-82.474353
35325,NaN,0.092265,0.021346,-82.472561
35326,NaN,0.091564,0.021288,-82.472834
35327,NaN,0.092840,0.022271,-82.473690
35328,NaN,0.092282,0.021520,-82.474751
35329,NaN,0.093584,0.022496,-82.475533
35330,NaN,0.093670,0.022287,-82.474874
35331,NaN,0.092012,0.021608,-82.475290
35332,NaN,0.090955,0.019622,-82.478862
35333,NaN,0.092741,0.020206,-82.477136
35334,NaN,0.092977,0.020934,-82.477268
35335,NaN,0.091956,0.020794,-82.475928
35336,NaN,0.091111,0.021428,-82.475412
35337,NaN,0.089734,0.019353,-82.477423
35338,NaN,0.091694,0.020718,-82.476486
35339,NaN,0.090050,0.021665,-82.476896
35340,NaN,0.088706,0.021064,-82.478890
35341,NaN,0.089847,0.021111,-82.478874
35342,NaN,0.089001,0.021746,-82.478358
35343,NaN,0.088264,0.021850,-82.478728
35344,NaN,0.088643,0.021885,-82.479651
35345,NaN,0.089938,0.021237,-82.480394
35346,NaN,0.090325,0.022902,-82.481319
35347,NaN,0.088653,0.020589,-82.481708
35348,NaN,0.088593,0.021072,-82.480262
35349,NaN,0.086441,0.020783,-82.483115
35350,NaN,0.087461,0.021360,-82.482318
35351,NaN,0.086756,0.021457,-82.482478
35352,NaN,0.086054,0.021398,-82.482752
35353,NaN,0.084249,0.019769,-82.482272
35354,NaN,0.084621,0.018173,-82.483192
35355,NaN,0.087003,0.019242,-82.484537
35356,NaN,0.083503,0.020084,-82.485235
35357,NaN,0.083423,0.020713,-82.483859
35358,NaN,0.083657,0.021440,-82.483994
35359,NaN,0.081993,0.022383,-82.484492
35360,NaN,0.082076,0.022172,-82.483835
35361,NaN,0.082308,0.021424,-82.483873
35362,NaN,0.082686,0.021458,-82.484797
35363,NaN,0.082611,0.022096,-82.483370
35364,NaN,0.082844,0.022822,-82.483506
35365,NaN,0.082158,0.022910,-82.483782
35366,NaN,0.080518,0.022064,-82.484195
35367,NaN,0.081522,0.022789,-82.483503
35368,NaN,0.081114,0.022973,-82.485358
35369,NaN,0.080396,0.023081,-82.485663
35370,NaN,0.082647,0.024687,-82.486310
35371,NaN,0.082858,0.023935,-82.486562
35372,NaN,0.084957,0.024603,-82.486417
35373,NaN,0.082534,0.025695,-82.487750
35374,NaN,0.081975,0.024941,-82.488814
35375,NaN,0.082347,0.026762,-82.489779
35376,NaN,0.082428,0.026551,-82.489123
35377,NaN,0.080930,0.026788,-82.490296
35378,NaN,0.081012,0.026577,-82.489641
35379,NaN,0.081823,0.026312,-82.492980
35380,NaN,0.080183,0.025466,-82.493394
35381,NaN,0.081045,0.025253,-82.491810
35382,NaN,0.081270,0.024348,-82.491942
35383,NaN,0.081499,0.025223,-82.492048
35384,NaN,0.080154,0.024620,-82.494043
35385,NaN,0.079301,0.023780,-82.493461
35386,NaN,0.079677,0.023811,-82.494387
35387,NaN,0.079890,0.023051,-82.494529
35388,NaN,0.079826,0.023534,-82.493086
35389,NaN,0.078495,0.023081,-82.494999
35390,NaN,0.076999,0.021541,-82.496201
35391,NaN,0.076125,0.022327,-82.495766
35392,NaN,0.076501,0.022359,-82.496692
35393,NaN,0.077933,0.021006,-82.498290
35394,NaN,0.079891,0.023997,-82.497366
35395,NaN,0.078240,0.023291,-82.497749
35396,NaN,0.078766,0.024258,-82.499469
35397,NaN,0.079642,0.024040,-82.497849
35398,NaN,0.079721,0.023828,-82.497195
35399,NaN,0.079184,0.024854,-82.498220
35400,NaN,0.078478,0.024793,-82.498497
35401,NaN,0.077930,0.022545,-82.499620
35402,NaN,0.079886,0.025535,-82.498698
35403,NaN,0.078262,0.024834,-82.499000
35404,NaN,0.076917,0.024229,-82.500995
35405,NaN,0.078734,0.024793,-82.499244
35406,NaN,0.078964,0.025517,-82.499384
35407,NaN,0.078249,0.025593,-82.499717
35408,NaN,0.078623,0.025623,-82.500645
35409,NaN,0.079791,0.027273,-82.500649
35410,NaN,0.079870,0.027061,-82.499996
35411,NaN,0.078228,0.026366,-82.500314
35412,NaN,0.076883,0.025761,-82.502310
35413,NaN,0.079608,0.027114,-82.500418
35414,NaN,0.078118,0.027203,-82.501627
35415,NaN,0.078044,0.027827,-82.500194
35416,NaN,0.078272,0.028550,-82.500335
35417,NaN,0.077247,0.028391,-82.499094
35418,NaN,0.076738,0.029326,-82.495287
35419,NaN,0.078523,0.028249,-82.493572
35420,NaN,0.078849,0.030723,-82.483962
35421,NaN,0.078134,0.030047,-82.468800
35422,NaN,0.076590,0.029495,-82.423734
35423,NaN,0.075072,0.028429,-82.353594
35424,NaN,0.075195,0.027765,-82.287228
35425,NaN,0.075848,0.025118,-82.249165
35426,NaN,0.074442,0.026942,-82.240643
35427,NaN,0.074379,0.027558,-82.239165
35428,NaN,0.074019,0.029418,-82.236161
35429,NaN,0.071121,0.027619,-82.239965
35430,NaN,0.070563,0.026858,-82.241029
35431,NaN,0.070046,0.026233,-82.242020
35432,NaN,0.070570,0.025562,-82.243733
35433,NaN,0.069124,0.025772,-82.244859
35434,NaN,0.067629,0.024228,-82.246060
35435,NaN,0.070040,0.025248,-82.247481
35436,NaN,0.067807,0.025542,-82.244749
35437,NaN,0.067889,0.025450,-82.243988
35438,NaN,0.068112,0.024536,-82.244124
35439,NaN,0.068813,0.023356,-82.241726
35440,NaN,0.072140,0.018571,-82.238130
35441,NaN,0.079848,0.002118,-82.242730
35442,NaN,0.093819,-0.064291,-82.236394
35443,NaN,0.130364,-0.546261,-82.167913
35444,NaN,0.115022,-1.583142,-81.990652
35445,NaN,0.101983,-3.131829,-81.750937
35446,NaN,0.269916,-4.942635,-81.543086
35447,NaN,0.618017,-6.909502,-81.560631
35448,NaN,1.126053,-8.861349,-81.693272
35449,NaN,1.577974,-10.924800,-81.798714
35450,NaN,2.069502,-13.346122,-81.865384
35451,NaN,2.608097,-16.137603,-81.782703
35452,NaN,3.162679,-19.246730,-81.507495
35453,NaN,3.743539,-22.528284,-81.101870
35454,NaN,4.314269,-25.603528,-80.771277
35455,NaN,5.016673,-28.605878,-80.565788
35456,NaN,5.674164,-31.403952,-80.479525
35457,NaN,6.371907,-33.801582,-80.633961
35458,NaN,7.128142,-36.300120,-81.035086
35459,NaN,7.839978,-38.738665,-81.491609
35460,NaN,8.501651,-41.367354,-81.856344
35461,NaN,9.130631,-44.166526,-82.173231
35462,NaN,9.662864,-46.688370,-82.410420
35463,NaN,9.928117,-48.852623,-82.484181
35464,NaN,9.630524,-50.940687,-82.117696
35465,NaN,8.826752,-52.917694,-81.372545
35466,NaN,7.926984,-54.355317,-80.676066
35467,NaN,7.305741,-55.077116,-80.309156
35468,NaN,6.965934,-55.435217,-80.211997
35469,NaN,6.769962,-55.757459,-80.206633
35470,NaN,6.475238,-56.059154,-80.084250
35471,NaN,6.058966,-56.353551,-79.853846
35472,NaN,5.630906,-56.646676,-79.618522
35473,NaN,5.136097,-56.880766,-79.339945
35474,NaN,4.513116,-57.311591,-78.938918
35475,NaN,3.771049,-57.815702,-78.411185
35476,NaN,3.141988,-58.287469,-77.943459
35477,NaN,2.610565,-58.692013,-77.519360
35478,NaN,2.129078,-58.870224,-77.132278
35479,NaN,1.561927,-58.842236,-76.658171
35480,NaN,0.943820,-58.583285,-76.173843
35481,NaN,0.381093,-58.046599,-75.778191
35482,NaN,0.022644,-57.272725,-75.582816
35483,NaN,0.261061,-56.550997,-75.831843
35484,NaN,0.770463,-55.835639,-76.298508
35485,NaN,1.431608,-55.121277,-76.848089
35486,NaN,2.007721,-54.415597,-77.271399
35487,NaN,2.586039,-53.703844,-77.660536
35488,NaN,3.311465,-52.908980,-78.182807
35489,NaN,4.162201,-51.967762,-78.865490
35490,NaN,5.037987,-50.912310,-79.622507
35491,NaN,5.895012,-49.761961,-80.383577
35492,NaN,6.633744,-48.348854,-81.068703
35493,NaN,7.329064,-46.526350,-81.722102
35494,NaN,8.106560,-44.334875,-82.396942
35495,NaN,8.997842,-42.106519,-83.101024
35496,NaN,9.856725,-39.882164,-83.750375
35497,NaN,10.667403,-37.469069,-84.429393
35498,NaN,11.297825,-34.861115,-85.092077
35499,NaN,11.510822,-32.177468,-85.437175
35500,NaN,11.138809,-29.481627,-85.288419
35501,NaN,10.331280,-26.754601,-84.686270
35502,NaN,9.192281,-23.855039,-83.700391
35503,NaN,7.874023,-20.678549,-82.448347
35504,NaN,6.643839,-17.173276,-81.196478
35505,NaN,5.859471,-13.462452,-80.441279
35506,NaN,5.583299,-10.034344,-80.250954
35507,NaN,5.504812,-6.756415,-80.398000
35508,NaN,5.473344,-3.542319,-80.840686
35509,NaN,5.526426,-0.562778,-81.512755
35510,NaN,5.675589,2.115068,-82.347589
35511,NaN,5.830015,4.289478,-83.192096
35512,NaN,5.855523,6.142378,-83.603715
35513,NaN,5.768331,7.995219,-83.635615
35514,NaN,5.628972,9.741973,-83.527792
35515,NaN,5.421934,11.504648,-83.263116
35516,NaN,5.169058,13.263846,-83.004856
35517,NaN,4.925022,14.958611,-82.998387
35518,NaN,4.725267,16.660383,-83.085856
35519,NaN,4.577439,18.337966,-83.150787
35520,NaN,4.484555,19.906538,-83.263502
35521,NaN,4.359241,21.381582,-83.447251
35522,NaN,4.297417,22.688689,-83.645247
35523,NaN,4.212146,24.040894,-83.792991
35524,NaN,4.123850,25.486052,-83.918927
35525,NaN,4.082674,26.895853,-83.912691
35526,NaN,4.121941,28.247740,-83.764786
35527,NaN,4.142781,29.501940,-83.680330
35528,NaN,4.068509,30.700985,-83.700737
35529,NaN,3.939566,31.911654,-83.796705
35530,NaN,3.725030,33.225579,-83.907863
35531,NaN,3.519308,34.680122,-83.945683
35532,NaN,3.238227,36.166543,-83.887272
35533,NaN,2.912770,37.666095,-83.884642
35534,NaN,2.646869,38.822122,-84.053410
35535,NaN,2.502633,39.553033,-84.131539
35536,NaN,2.446146,40.042830,-84.102154
35537,NaN,2.449630,40.392551,-84.021153
35538,NaN,2.484507,40.617412,-83.795025
35539,NaN,2.430506,40.762604,-83.796118
35540,NaN,2.297889,40.872705,-83.848538
35541,NaN,2.155164,40.981887,-83.907699
35542,NaN,1.999862,41.194049,-83.955862
35543,NaN,1.862657,41.377246,-83.926921
35544,NaN,1.869179,41.453660,-83.846371
35545,NaN,1.884302,41.322647,-83.795619
35546,NaN,1.956509,41.036288,-83.730088
35547,NaN,2.027115,40.653009,-83.681795
35548,NaN,2.049801,40.282469,-83.637413
35549,NaN,2.036885,39.860182,-83.555805
35550,NaN,2.029293,39.281542,-83.434407
35551,NaN,2.038593,38.606139,-83.332837
35552,NaN,2.054924,37.837953,-83.305142
35553,NaN,2.099704,36.936507,-83.292712
35554,NaN,2.224475,35.791222,-83.227509
35555,NaN,2.447293,34.347245,-83.097512
35556,NaN,2.776821,32.643804,-82.906102
35557,NaN,3.192293,30.589947,-82.679624
